Notice: timing checks disabled with +notimingcheck at compile-time
Chronologic VCS simulator copyright 1991-2022
Contains Synopsys proprietary information.
Compiler version T-2022.06-SP2-9_Full64; Runtime version T-2022.06-SP2-9_Full64;  May  3 14:06 2026
========================================
  RiscvCore SoC Testbench
========================================

[STEP 1] Applying reset...
         PORESETn released, HRESETn=1
         HRESETn high after 0 cycles

[STEP 2] Loading IMEM...
         IMEM[0x0000] = 0x00300193
         IMEM[0x0004] = 0x00302023
         IMEM[0x0008] = 0x00100213
         IMEM[0x000c] = 0x404181b3
         IMEM[0x0010] = 0x00302023
         IMEM[0x0014] = 0xfe019ce3
         IMEM[0x0018] = 0x00000293
         IMEM[0x001c] = 0x000932b7
         IMEM[0x0020] = 0x00502023
         IMEM[0x0024] = 0x00000297
         IMEM[0x0028] = 0x00502023
         IMEM[0x002c] = 0x00a00313
         IMEM[0x0030] = 0x00602223
         IMEM[0x0034] = 0x00402283
         IMEM[0x0038] = 0x00502023
         IMEM[0x003c] = 0x0140086f
         IMEM[0x0040] = 0x00000a63
         IMEM[0x0044] = 0x00000013
         IMEM[0x0048] = 0x00000013
         IMEM[0x004c] = 0x00000013
         IMEM[0x0050] = 0x00080067
         IMEM[0x0054] = 0x00000013

[STEP 3] Setting CTRL = RUN...
         CTRL = 0x1

[STEP 4] Execution trace:
Cycle | Edge | PC             | Instruction    | DMEM[0]        | DMEM[4]        | stall
  365 | v | PC=0x000af850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  366 | ^ | PC=0x000af850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  366 | v | PC=0x000b0050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  367 | ^ | PC=0x000b0050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  367 | v | PC=0x000b0850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  368 | ^ | PC=0x000b0850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  368 | v | PC=0x000b1050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  369 | ^ | PC=0x000b1050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  369 | v | PC=0x000b1850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  370 | ^ | PC=0x000b1850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  370 | v | PC=0x000b2050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  371 | ^ | PC=0x000b2050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  371 | v | PC=0x000b2850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  372 | ^ | PC=0x000b2850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  372 | v | PC=0x000b3050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  373 | ^ | PC=0x000b3050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  373 | v | PC=0x000b3850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  374 | ^ | PC=0x000b3850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  374 | v | PC=0x000b4050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  375 | ^ | PC=0x000b4050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  375 | v | PC=0x000b4850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  376 | ^ | PC=0x000b4850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  376 | v | PC=0x000b5050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  377 | ^ | PC=0x000b5050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  377 | v | PC=0x000b5850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  378 | ^ | PC=0x000b5850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  378 | v | PC=0x000b6050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  379 | ^ | PC=0x000b6050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  379 | v | PC=0x000b6850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  380 | ^ | PC=0x000b6850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  380 | v | PC=0x000b7050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  381 | ^ | PC=0x000b7050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  381 | v | PC=0x000b7850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  382 | ^ | PC=0x000b7850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  382 | v | PC=0x000b8050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  383 | ^ | PC=0x000b8050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  383 | v | PC=0x000b8850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  384 | ^ | PC=0x000b8850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  384 | v | PC=0x000b9050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  385 | ^ | PC=0x000b9050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  385 | v | PC=0x000b9850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  386 | ^ | PC=0x000b9850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  386 | v | PC=0x000ba050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  387 | ^ | PC=0x000ba050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  387 | v | PC=0x000ba850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  388 | ^ | PC=0x000ba850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  388 | v | PC=0x000bb050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  389 | ^ | PC=0x000bb050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  389 | v | PC=0x000bb850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  390 | ^ | PC=0x000bb850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  390 | v | PC=0x000bc050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  391 | ^ | PC=0x000bc050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  391 | v | PC=0x000bc850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  392 | ^ | PC=0x000bc850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  392 | v | PC=0x000bd050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  393 | ^ | PC=0x000bd050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  393 | v | PC=0x000bd850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  394 | ^ | PC=0x000bd850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  394 | v | PC=0x000be050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  395 | ^ | PC=0x000be050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  395 | v | PC=0x000be850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  396 | ^ | PC=0x000be850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  396 | v | PC=0x000bf050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  397 | ^ | PC=0x000bf050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  397 | v | PC=0x000bf850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  398 | ^ | PC=0x000bf850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  398 | v | PC=0x000c0050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  399 | ^ | PC=0x000c0050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  399 | v | PC=0x000c0850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  400 | ^ | PC=0x000c0850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  400 | v | PC=0x000c1050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  401 | ^ | PC=0x000c1050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  401 | v | PC=0x000c1850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  402 | ^ | PC=0x000c1850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  402 | v | PC=0x000c2050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  403 | ^ | PC=0x000c2050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  403 | v | PC=0x000c2850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  404 | ^ | PC=0x000c2850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  404 | v | PC=0x000c3050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  405 | ^ | PC=0x000c3050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  405 | v | PC=0x000c3850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  406 | ^ | PC=0x000c3850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  406 | v | PC=0x000c4050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  407 | ^ | PC=0x000c4050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  407 | v | PC=0x000c4850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  408 | ^ | PC=0x000c4850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  408 | v | PC=0x000c5050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  409 | ^ | PC=0x000c5050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  409 | v | PC=0x000c5850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  410 | ^ | PC=0x000c5850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  410 | v | PC=0x000c6050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  411 | ^ | PC=0x000c6050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  411 | v | PC=0x000c6850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  412 | ^ | PC=0x000c6850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  412 | v | PC=0x000c7050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  413 | ^ | PC=0x000c7050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  413 | v | PC=0x000c7850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  414 | ^ | PC=0x000c7850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  414 | v | PC=0x000c8050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  415 | ^ | PC=0x000c8050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  415 | v | PC=0x000c8850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  416 | ^ | PC=0x000c8850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  416 | v | PC=0x000c9050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  417 | ^ | PC=0x000c9050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  417 | v | PC=0x000c9850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  418 | ^ | PC=0x000c9850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  418 | v | PC=0x000ca050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  419 | ^ | PC=0x000ca050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  419 | v | PC=0x000ca850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  420 | ^ | PC=0x000ca850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  420 | v | PC=0x000cb050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  421 | ^ | PC=0x000cb050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  421 | v | PC=0x000cb850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  422 | ^ | PC=0x000cb850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  422 | v | PC=0x000cc050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  423 | ^ | PC=0x000cc050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  423 | v | PC=0x000cc850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  424 | ^ | PC=0x000cc850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  424 | v | PC=0x000cd050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  425 | ^ | PC=0x000cd050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  425 | v | PC=0x000cd850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  426 | ^ | PC=0x000cd850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  426 | v | PC=0x000ce050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  427 | ^ | PC=0x000ce050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  427 | v | PC=0x000ce850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  428 | ^ | PC=0x000ce850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  428 | v | PC=0x000cf050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  429 | ^ | PC=0x000cf050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  429 | v | PC=0x000cf850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  430 | ^ | PC=0x000cf850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  430 | v | PC=0x000d0050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  431 | ^ | PC=0x000d0050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  431 | v | PC=0x000d0850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  432 | ^ | PC=0x000d0850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  432 | v | PC=0x000d1050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  433 | ^ | PC=0x000d1050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  433 | v | PC=0x000d1850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  434 | ^ | PC=0x000d1850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  434 | v | PC=0x000d2050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  435 | ^ | PC=0x000d2050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  435 | v | PC=0x000d2850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  436 | ^ | PC=0x000d2850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  436 | v | PC=0x000d3050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  437 | ^ | PC=0x000d3050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  437 | v | PC=0x000d3850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  438 | ^ | PC=0x000d3850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  438 | v | PC=0x000d4050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  439 | ^ | PC=0x000d4050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  439 | v | PC=0x000d4850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  440 | ^ | PC=0x000d4850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  440 | v | PC=0x000d5050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  441 | ^ | PC=0x000d5050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  441 | v | PC=0x000d5850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  442 | ^ | PC=0x000d5850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  442 | v | PC=0x000d6050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  443 | ^ | PC=0x000d6050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  443 | v | PC=0x000d6850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  444 | ^ | PC=0x000d6850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  444 | v | PC=0x000d7050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  445 | ^ | PC=0x000d7050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  445 | v | PC=0x000d7850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  446 | ^ | PC=0x000d7850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  446 | v | PC=0x000d8050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  447 | ^ | PC=0x000d8050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  447 | v | PC=0x000d8850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  448 | ^ | PC=0x000d8850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  448 | v | PC=0x000d9050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  449 | ^ | PC=0x000d9050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  449 | v | PC=0x000d9850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  450 | ^ | PC=0x000d9850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  450 | v | PC=0x000da050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  451 | ^ | PC=0x000da050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  451 | v | PC=0x000da850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  452 | ^ | PC=0x000da850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  452 | v | PC=0x000db050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  453 | ^ | PC=0x000db050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  453 | v | PC=0x000db850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  454 | ^ | PC=0x000db850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  454 | v | PC=0x000dc050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  455 | ^ | PC=0x000dc050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  455 | v | PC=0x000dc850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  456 | ^ | PC=0x000dc850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  456 | v | PC=0x000dd050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  457 | ^ | PC=0x000dd050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  457 | v | PC=0x000dd850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  458 | ^ | PC=0x000dd850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  458 | v | PC=0x000de050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  459 | ^ | PC=0x000de050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  459 | v | PC=0x000de850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  460 | ^ | PC=0x000de850 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  460 | v | PC=0x000df050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
  461 | ^ | PC=0x000df050 | INSTR=0x00000013 | DMEM[0]=0x00000000 | DMEM[4]=0xxxxxxxxx | stall=0
